strategy_id,strategy_name,strategy_category,hypothesis,best_variation,total_variations,valid_variations,selection_mode,cagr,total_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,consistency_score,beat_benchmark,total_trades,profit_factor,score,parameter_stability,oos_best_variation,oos_validation_score,oos_test_score,oos_test_mean_excess,oos_test_consistency,walk_forward_score,walk_forward_mean_excess,walk_forward_windows
macd_crossover_syariah,MACD Crossover Momentum (Syariah),momentum,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger within the syariah universe.,macd_crossover_syariah_fastPeriod10_slowPeriod26_signalPeriod9,8,6,walk_forward,27.46,24.91,2.03,2.03,-21.26,1.29,35.2,88.9,5,162,1.13,0.9445,0.55,"",0.0,0.0,0.0,0.0,-inf,-8.94,1
volatility_regime_low,Volatility Regime Low,regime,Low-volatility regimes favor trend continuation strategies.,volatility_regime_low_v0,1,1,walk_forward,79.4,70.87,1.55,119.07,-14.95,5.31,43.4,66.7,5,106,1.64,0.9314,0.0,"",0.0,0.0,0.0,0.0,-inf,1.57,1
rsi_oversold_liquid,RSI Oversold Bounce (High Liquidity),mean_reversion,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger in highly liquid stocks.",rsi_oversold_liquid_period10_oversold25_minDailyValue500000000,27,26,walk_forward,34.17,30.93,2.57,2.57,-17.32,1.97,43.0,88.9,4,121,1.33,0.9225,0.347,"",0.0,0.0,0.0,0.0,-inf,-1.29,1
bollinger_bounce_base,Bollinger Band Bounce (Baseline),mean_reversion,Prices often revert after touching the lower Bollinger Band during stable regimes.,bollinger_bounce_base_period20_stdDev1.8,6,4,walk_forward,37.41,33.82,1.46,6.18,-18.33,2.04,43.8,55.6,5,96,1.31,0.8573,0.361,"",0.0,0.0,0.0,0.0,-inf,-2.05,1
volume_spike_liquid,Volume Spike (High Liquidity),volume,Unusual volume signals informed participation and continuation risk/reward. This effect is stronger in highly liquid stocks.,volume_spike_liquid_period10_threshold2.0_minDailyValue1000000000,18,9,walk_forward,26.67,24.2,1.53,5.42,-20.35,1.31,36.9,77.8,6,179,1.17,0.856,0.332,"",0.0,0.0,0.0,0.0,1.1724,3.45,1
ema_crossover_value_pbv,EMA Crossover Trend (Value (PBV)),multi_factor,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger among low-PBV stocks.,ema_crossover_value_pbv_shortPeriod8_longPeriod26_max1.6,12,10,walk_forward,17.6,16.03,2.54,2.54,-18.55,0.95,38.3,88.9,5,115,1.23,0.8494,0.4,"",0.0,0.0,0.0,0.0,-inf,-3.23,1
base_breakout_high_margin,Base Breakout (High Margin (NPM)),multi_factor,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger among high-margin companies.,base_breakout_high_margin_basePeriod20_breakoutPct2.0_min20,18,10,walk_forward,12.09,11.03,0.9,2.16,-15.18,0.8,38.3,66.7,5,107,1.17,0.8113,0.382,"",0.0,0.0,0.0,0.0,2.7933,4.78,1
volatility_breakout_largecap,Volatility Breakout (Large Cap),breakout,Volatility spikes often mark the start of directional moves. This effect is stronger in large-cap stocks.,volatility_breakout_largecap_period30_multiplier1.5,9,4,walk_forward,36.94,33.4,2.49,2.49,-23.63,1.56,40.2,77.8,6,122,1.33,0.7761,0.474,"",0.0,0.0,0.0,0.0,4.5096,13.92,1
pivot_support_quality_roe,Pivot Support Bounce (Quality (ROE)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among high-ROE stocks.,pivot_support_quality_roe_min20,3,3,walk_forward,24.81,22.52,1.86,1.86,-21.72,1.14,39.4,88.9,5,137,1.22,0.7473,0.345,"",0.0,0.0,0.0,0.0,-inf,-10.78,1
rsi_macd_combo_largecap,RSI + MACD Momentum (Large Cap),momentum,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger in large-cap stocks.,rsi_macd_combo_largecap_period14_oversold35_fastPeriod12_slowPeriod24,16,9,walk_forward,24.66,22.39,1.91,1.91,-17.88,1.38,36.8,88.9,5,76,1.2,0.7235,0.403,"",0.0,0.0,0.0,0.0,-inf,-2.51,1
sma_crossover_value_pe,SMA Crossover Trend (Value (PE)),multi_factor,SMA crossovers capture sustained trends while reducing noise. This effect is stronger among low-PE stocks.,sma_crossover_value_pe_shortPeriod30_longPeriod100_max15,18,11,walk_forward,31.79,28.79,2.03,2.03,-20.68,1.54,43.8,66.7,6,73,1.34,0.7184,0.293,"",0.0,0.0,0.0,0.0,-inf,1.68,1
rsi_oversold_value_pbv,RSI Oversold Bounce (Value (PBV)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among low-PBV stocks.",rsi_oversold_value_pbv_period10_oversold30_max1.6,27,21,walk_forward,38.36,34.67,1.73,5.39,-19.47,1.97,42.1,66.7,5,107,1.35,0.6805,0.435,"",0.0,0.0,0.0,0.0,-inf,1.97,1
rsi_macd_combo_value_pbv,RSI + MACD Momentum (Value (PBV)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among low-PBV stocks.,rsi_macd_combo_value_pbv_period14_oversold35_fastPeriod10_slowPeriod26_max1.6,48,43,walk_forward,29.99,27.18,2.51,2.51,-17.42,1.72,42.5,88.9,3,87,1.33,0.4563,0.452,"",0.0,0.0,0.0,0.0,-inf,-0.23,1
parabolic_sar_base,Parabolic SAR Trend (Baseline),trend,Parabolic SAR flips track trend changes efficiently in trending markets.,parabolic_sar_base_afMax0.15_afStep0.02,4,4,walk_forward,48.01,43.25,1.74,1.74,-18.09,2.65,41.8,100.0,3,134,1.38,0.4373,1.0,"",0.0,0.0,0.0,0.0,10.6568,29.9,1
ema_crossover_low_debt,EMA Crossover Trend (Low Debt (DE)),multi_factor,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger among low-debt stocks.,ema_crossover_low_debt_shortPeriod8_longPeriod20_max0.8,12,11,walk_forward,17.0,15.48,1.56,3.21,-21.22,0.8,37.1,77.8,6,151,1.18,0.388,0.42,"",0.0,0.0,0.0,0.0,-inf,-11.71,1
vpt_momentum_quality_roe,Volume Price Trend (Quality (ROE)),multi_factor,VPT momentum suggests demand pressure that sustains price trends. This effect is stronger among high-ROE stocks.,vpt_momentum_quality_roe_min20,3,2,walk_forward,43.42,39.18,2.13,2.13,-22.05,1.97,39.2,88.9,5,148,1.29,0.3506,0.215,"",0.0,0.0,0.0,0.0,-inf,0.09,1
pivot_support_base,Pivot Support Bounce (Baseline),mean_reversion,Prices tend to bounce after testing pivot support levels due to order clustering.,pivot_support_base_v0,1,1,walk_forward,44.73,40.34,1.81,1.81,-21.0,2.13,38.9,88.9,5,157,1.19,0.3213,0.0,"",0.0,0.0,0.0,0.0,-inf,-6.64,1
base_breakout_base,Base Breakout (Baseline),breakout,Tight bases followed by volume breakouts lead to sustained trend moves.,base_breakout_base_basePeriod20_breakoutPct2.5,6,6,walk_forward,25.25,22.92,1.33,6.5,-15.63,1.62,37.2,66.7,5,113,1.22,0.2401,0.353,"",0.0,0.0,0.0,0.0,-inf,-4.89,1
volatility_regime_high,Volatility Regime High,regime,High-volatility regimes favor mean reversion and fast profit-taking.,volatility_regime_high_v0,1,1,walk_forward,39.13,35.35,2.24,2.24,-16.91,2.31,40.3,88.9,4,134,1.33,0.2308,0.0,"",0.0,0.0,0.0,0.0,8.117,22.31,1
supertrend_value_pe,Supertrend Continuation (Value (PE)),multi_factor,Supertrend flips capture persistent trends with adaptive volatility bands. This effect is stronger among low-PE stocks.,supertrend_value_pe_period14_multiplier2.5_max12,12,8,walk_forward,21.64,19.67,1.24,3.41,-18.02,1.2,40.3,66.7,5,124,1.16,0.169,0.336,"",0.0,0.0,0.0,0.0,4.2815,11.67,1
parabolic_sar_largecap,Parabolic SAR Trend (Large Cap),trend,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger in large-cap stocks.,parabolic_sar_largecap_afMax0.15_afStep0.02,4,4,walk_forward,38.81,35.07,1.56,1.56,-19.19,2.02,42.2,88.9,4,128,1.32,0.1433,1.0,"",0.0,0.0,0.0,0.0,8.5746,24.27,1
sma_crossover_base,SMA Crossover Trend (Baseline),trend,SMA crossovers capture sustained trends while reducing noise.,sma_crossover_base_shortPeriod30_longPeriod100,6,4,walk_forward,14.73,13.43,1.67,60.9,-19.21,0.77,40.2,55.6,5,97,1.21,-0.0977,0.379,"",0.0,0.0,0.0,0.0,-inf,0.36,1
base_breakout_quality_roe,Base Breakout (Quality (ROE)),multi_factor,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger among high-ROE stocks.,base_breakout_quality_roe_basePeriod20_breakoutPct2.0_min12,18,13,walk_forward,8.01,7.32,1.22,1.31,-16.5,0.49,34.7,77.8,2,95,1.05,-0.1272,0.473,"",0.0,0.0,0.0,0.0,-inf,-12.67,1
volume_spike_lowvol,Volume Spike + Low-Vol Regime,volume,"Volume spikes are more actionable in low-volatility, risk-on regimes.",volume_spike_lowvol_period20_threshold1.5_period15_lookback60,24,8,walk_forward,19.98,18.17,1.46,1.46,-23.04,0.87,36.8,77.8,4,117,1.2,-0.3219,0.379,"",0.0,0.0,0.0,0.0,-inf,-15.24,1
three_inside_up,Three Inside Up,candlestick,Three inside up confirms reversal momentum.,three_inside_up_v0,1,1,walk_forward,8.5,7.76,1.3,1.72,-23.27,0.37,36.8,77.8,4,152,1.04,-0.3703,0.0,"",0.0,0.0,0.0,0.0,-inf,-13.04,1
macd_crossover_value_pbv,MACD Crossover Momentum (Value (PBV)),multi_factor,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger among low-PBV stocks.,macd_crossover_value_pbv_fastPeriod12_slowPeriod26_signalPeriod9_max0.8,24,14,walk_forward,23.14,21.02,1.75,1.75,-14.97,1.55,37.6,88.9,3,117,1.07,-0.3735,0.41,"",0.0,0.0,0.0,0.0,-inf,-3.62,1
keltner_oversold_high_margin,Keltner Channel Oversold (High Margin (NPM)),multi_factor,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger among high-margin companies.,keltner_oversold_high_margin_period20_atrPeriod14_multiplier1.5_min10,24,18,walk_forward,61.7,55.36,0.88,4.52,-18.19,3.39,38.2,55.6,4,123,1.17,-0.4192,0.391,"",0.0,0.0,0.0,0.0,-inf,-1.88,1
bollinger_bounce_quality_roe,Bollinger Band Bounce (Quality (ROE)),multi_factor,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger among high-ROE stocks.,bollinger_bounce_quality_roe_period20_stdDev2.0_min16,18,12,walk_forward,65.27,58.49,1.25,1.25,-16.69,3.91,40.4,88.9,3,99,1.24,-0.4371,0.42,"",0.0,0.0,0.0,0.0,-inf,-8.76,1
inverted_hammer,Inverted Hammer,candlestick,Inverted hammer indicates a failed selloff and potential reversal.,inverted_hammer_v0,1,1,walk_forward,7.21,6.59,1.7,18.88,-17.45,0.41,34.3,66.7,1,134,1.12,-0.4909,0.0,"",0.0,0.0,0.0,0.0,-inf,0.12,1
bollinger_bounce_value_pbv,Bollinger Band Bounce (Value (PBV)),multi_factor,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger among low-PBV stocks.,bollinger_bounce_value_pbv_period20_stdDev1.8_max1.6,18,15,walk_forward,24.74,22.46,1.94,1.94,-22.22,1.11,40.2,88.9,4,97,1.27,-0.5499,0.441,"",0.0,0.0,0.0,0.0,-inf,-8.01,1
base_breakout_largecap,Base Breakout (Large Cap),breakout,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger in large-cap stocks.,base_breakout_largecap_basePeriod20_breakoutPct2.0,6,6,walk_forward,9.04,8.25,1.14,4.24,-11.49,0.79,39.5,66.7,3,76,1.21,-0.5867,0.469,"",0.0,0.0,0.0,0.0,-inf,-2.92,1
rsi_macd_combo_base,RSI + MACD Momentum (Baseline),momentum,Momentum signals are stronger when RSI and MACD agree on direction.,rsi_macd_combo_base_period14_oversold35_fastPeriod12_slowPeriod26,16,14,walk_forward,10.54,9.62,1.87,4.76,-17.22,0.61,39.2,77.8,4,97,1.27,-0.6142,0.486,"",0.0,0.0,0.0,0.0,-inf,-3.41,1
macd_crossover_largecap,MACD Crossover Momentum (Large Cap),momentum,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger in large-cap stocks.,macd_crossover_largecap_fastPeriod10_slowPeriod24_signalPeriod9,8,4,walk_forward,14.14,12.89,0.54,0.71,-24.62,0.57,39.0,66.7,5,118,1.08,-0.7227,0.466,"",0.0,0.0,0.0,0.0,4.9778,12.28,1
parabolic_sar_value_pe,Parabolic SAR Trend (Value (PE)),multi_factor,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger among low-PE stocks.,parabolic_sar_value_pe_afMax0.15_afStep0.02_max12,12,8,walk_forward,9.19,8.39,1.59,8.43,-16.36,0.56,36.2,66.7,3,105,0.97,-0.9804,0.549,"",0.0,0.0,0.0,0.0,2.2552,5.27,1
bollinger_bounce_low_debt,Bollinger Band Bounce (Low Debt (DE)),multi_factor,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger among low-debt stocks.,bollinger_bounce_low_debt_period20_stdDev2.0_max0.4,18,4,walk_forward,6.52,5.96,1.25,1.25,-25.61,0.25,36.6,88.9,4,101,1.15,-0.9871,0.237,"",0.0,0.0,0.0,0.0,-inf,-17.3,1
bollinger_bounce_liquid,Bollinger Band Bounce (High Liquidity),mean_reversion,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger in highly liquid stocks.,bollinger_bounce_liquid_period30_stdDev2.0_minDailyValue500000000,18,8,walk_forward,13.68,12.47,1.01,4.34,-15.93,0.86,39.2,55.6,3,97,1.13,-1.0765,0.415,"",0.0,0.0,0.0,0.0,-inf,-1.97,1
bollinger_bounce_syariah,Bollinger Band Bounce (Syariah),mean_reversion,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger within the syariah universe.,bollinger_bounce_syariah_period20_stdDev2.0,6,6,walk_forward,12.0,10.94,1.33,1.33,-26.86,0.45,38.1,88.9,3,105,1.13,-1.1626,0.437,"",0.0,0.0,0.0,0.0,-inf,-14.71,1
double_bottom,Double Bottom,chart_pattern,Double bottoms indicate a durable support and reversal.,double_bottom_v0,1,1,walk_forward,3.17,2.9,1.64,3.77,-21.35,0.15,35.3,77.8,1,116,1.03,-1.288,0.0,"",0.0,0.0,0.0,0.0,-inf,-3.46,1
bollinger_bounce_high_margin,Bollinger Band Bounce (High Margin (NPM)),multi_factor,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger among high-margin companies.,bollinger_bounce_high_margin_period30_stdDev1.8_min10,18,9,walk_forward,9.47,8.65,0.85,1.55,-22.37,0.42,41.6,66.7,2,89,1.14,-1.3089,0.477,"",0.0,0.0,0.0,0.0,-inf,-9.26,1
sma_trend_quality_roe,SMA Trend Filter (Quality (ROE)),multi_factor,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger among high-ROE stocks.,sma_trend_quality_roe_shortPeriod20_longPeriod50_min20,12,9,walk_forward,9.33,8.52,1.75,1.75,-22.53,0.41,33.3,88.9,3,120,1.02,-1.3966,0.412,"",0.0,0.0,0.0,0.0,-inf,-4.38,1
macd_crossover_lowvol,MACD Crossover + Low-Vol Regime,momentum,Momentum signals are more reliable in low-volatility regimes.,macd_crossover_lowvol_fastPeriod10_slowPeriod24_period20_lookback60,16,1,walk_forward,15.89,14.47,1.43,1.43,-22.17,0.72,39.0,66.7,4,100,1.13,-1.6067,0.0,"",0.0,0.0,0.0,0.0,-inf,-8.07,1
pivot_support_value_pe,Pivot Support Bounce (Value (PE)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among low-PE stocks.,pivot_support_value_pe_max15,3,3,walk_forward,11.79,10.76,1.42,7.57,-17.09,0.69,40.0,66.7,3,105,1.08,-1.7757,0.621,"",0.0,0.0,0.0,0.0,-inf,-2.54,1
macd_crossover_liquid,MACD Crossover Momentum (High Liquidity),momentum,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger in highly liquid stocks.,macd_crossover_liquid_fastPeriod10_slowPeriod26_signalPeriod9_minDailyValue1000000000,24,15,walk_forward,10.84,9.89,1.15,2.25,-18.61,0.58,36.6,66.7,4,134,1.03,-1.8116,0.553,"",0.0,0.0,0.0,0.0,2.6159,7.08,1
sma_crossover_high_margin,SMA Crossover Trend (High Margin (NPM)),multi_factor,SMA crossovers capture sustained trends while reducing noise. This effect is stronger among high-margin companies.,sma_crossover_high_margin_shortPeriod30_longPeriod100_min10,18,15,walk_forward,19.48,17.72,1.33,3.11,-17.44,1.12,40.3,55.6,4,67,1.34,-1.945,0.536,"",0.0,0.0,0.0,0.0,-inf,-9.26,1
hammer,Hammer,candlestick,Hammer reversal after downtrends signals demand returning.,hammer_v0,1,1,walk_forward,7.12,6.5,1.22,2.78,-20.35,0.35,38.3,66.7,1,115,1.1,-1.9739,0.0,"",0.0,0.0,0.0,0.0,-inf,-2.22,1
sma_crossover_liquid,SMA Crossover Trend (High Liquidity),trend,SMA crossovers capture sustained trends while reducing noise. This effect is stronger in highly liquid stocks.,sma_crossover_liquid_shortPeriod15_longPeriod100_minDailyValue1000000000,18,6,walk_forward,10.51,9.59,1.15,1.15,-15.97,0.66,35.5,66.7,2,93,1.11,-2.0383,0.655,"",0.0,0.0,0.0,0.0,-inf,-9.97,1
climax_volume,Climax Volume,volume,Climax volume after a selloff can signal capitulation and reversal.,climax_volume_v0,1,1,walk_forward,6.25,5.72,0.11,0.19,-21.17,0.3,35.9,55.6,2,181,1.07,-2.0488,0.0,"",0.0,0.0,0.0,0.0,-inf,-6.35,1
base_breakout_liquid,Base Breakout (High Liquidity),breakout,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger in highly liquid stocks.,base_breakout_liquid_basePeriod20_breakoutPct1.5_minDailyValue1000000000,18,10,walk_forward,10.26,9.37,1.0,1.49,-18.25,0.56,37.5,66.7,4,104,1.14,-2.0639,0.537,"",0.0,0.0,0.0,0.0,-inf,-15.85,1
pivot_support_largecap,Pivot Support Bounce (Large Cap),mean_reversion,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger in large-cap stocks.,pivot_support_largecap_v0,1,1,walk_forward,34.21,30.96,1.28,2.58,-24.47,1.4,38.7,77.8,4,142,1.14,-2.0688,0.0,"",0.0,0.0,0.0,0.0,-inf,-16.27,1
parabolic_sar_high_margin,Parabolic SAR Trend (High Margin (NPM)),multi_factor,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger among high-margin companies.,parabolic_sar_high_margin_afMax0.15_afStep0.02_min10,12,12,walk_forward,-4.42,-4.06,0.53,1.04,-19.7,0.22,35.0,55.6,0,123,0.97,-2.923,0.668,"",0.0,0.0,0.0,0.0,-inf,-5.97,1
bullish_engulfing,Bullish Engulfing,candlestick,Bullish engulfing reflects strong demand after weakness.,bullish_engulfing_v0,1,1,walk_forward,-9.54,-8.78,0.7,0.7,-26.83,0.36,35.5,77.8,3,138,0.98,-3.0883,0.0,"",0.0,0.0,0.0,0.0,-inf,-21.68,1
rsi_macd_combo_high_margin,RSI + MACD Momentum (High Margin (NPM)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among high-margin companies.,rsi_macd_combo_high_margin_period14_oversold30_fastPeriod10_slowPeriod24_min10,48,11,walk_forward,-4.54,-4.17,0.57,0.72,-17.67,0.26,35.7,66.7,2,84,1.03,-3.4262,0.6,"",0.0,0.0,0.0,0.0,-inf,-11.15,1
sma_crossover_largecap,SMA Crossover Trend (Large Cap),trend,SMA crossovers capture sustained trends while reducing noise. This effect is stronger in large-cap stocks.,sma_crossover_largecap_shortPeriod20_longPeriod50,6,2,walk_forward,2.77,2.54,0.77,3.81,-16.44,0.17,39.3,55.6,2,89,1.08,-3.5787,0.876,"",0.0,0.0,0.0,0.0,3.2993,8.41,1
piercing_line,Piercing Line,candlestick,Piercing line indicates buyers reclaiming control after a drop.,piercing_line_v0,1,1,walk_forward,5.05,4.62,0.33,0.57,-20.44,0.25,33.8,55.6,1,77,1.0,-3.715,0.0,"",0.0,0.0,0.0,0.0,-inf,-12.36,1
rsi_macd_combo_liquid,RSI + MACD Momentum (High Liquidity),momentum,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger in highly liquid stocks.,rsi_macd_combo_liquid_period20_oversold35_fastPeriod12_slowPeriod24_minDailyValue1000000000,48,12,walk_forward,-13.91,-12.83,0.2,0.42,-19.17,0.73,32.9,55.6,2,82,0.89,-3.9416,0.582,"",0.0,0.0,0.0,0.0,-inf,-9.16,1
